index,Name,GW,Position,Club,Total Points,Cost
10249,Islam Slimani,28.0,FWD,Leicester,0.09,49.0
10250,Islam Slimani,29.0,FWD,Leicester,0.08,50.0
10251,Islam Slimani,30.0,FWD,Leicester,0.07,49.0
10252,Islam Slimani,31.0,FWD,Leicester,0.06,49.0
10253,Islam Slimani,32.0,FWD,Leicester,0.06,49.0
10254,Islam Slimani,33.0,FWD,Leicester,0.05,49.0
10255,Islam Slimani,34.0,FWD,Leicester,0.05,49.0
10256,Islam Slimani,35.0,FWD,Leicester,0.04,49.0
10257,Islam Slimani,36.0,FWD,Leicester,0.04,50.0
10258,Islam Slimani,37.0,FWD,Leicester,0.03,49.0
10259,Islam Slimani,38.0,FWD,Leicester,0.03,49.0
10260,Issa Diop,1.0,DEF,West Ham,2.03,45.0
10261,Issa Diop,2.0,DEF,West Ham,1.93,45.0
10262,Issa Diop,3.0,DEF,West Ham,1.73,45.0
10263,Issa Diop,4.0,DEF,West Ham,1.56,45.0
10264,Issa Diop,5.0,DEF,West Ham,1.4,45.0
10265,Issa Diop,6.0,DEF,West Ham,1.26,45.0
10266,Issa Diop,7.0,DEF,West Ham,1.14,45.0
10267,Issa Diop,8.0,DEF,West Ham,1.02,45.0
10268,Issa Diop,9.0,DEF,West Ham,0.92,44.0
10269,Issa Diop,10.0,DEF,West Ham,0.83,44.0
10270,Issa Diop,11.0,DEF,West Ham,0.75,44.0
10271,Issa Diop,12.0,DEF,West Ham,0.67,44.0
10272,Issa Diop,13.0,DEF,West Ham,0.8,44.0
10273,Issa Diop,14.0,DEF,West Ham,0.72,43.0
10274,Issa Diop,15.0,DEF,West Ham,0.65,43.0
10275,Issa Diop,16.0,DEF,West Ham,0.59,43.0
10276,Issa Diop,17.0,DEF,West Ham,0.53,43.0
10277,Issa Diop,18.0,DEF,West Ham,0.48,45.0
10278,Issa Diop,19.0,DEF,West Ham,0.43,43.0
10279,Issa Diop,20.0,DEF,West Ham,0.38,43.0
10280,Issa Diop,21.0,DEF,West Ham,0.35,43.0
10281,Issa Diop,22.0,DEF,West Ham,0.31,43.0
10282,Issa Diop,23.0,DEF,West Ham,0.28,43.0
10283,Issa Diop,24.0,DEF,West Ham,1.55,43.0
10284,Issa Diop,25.0,DEF,West Ham,1.5,43.0
10285,Issa Diop,26.0,DEF,West Ham,1.45,43.0
10286,Issa Diop,27.0,DEF,West Ham,1.9,43.0
10287,Issa Diop,28.0,DEF,West Ham,1.91,43.0
10288,Issa Diop,29.0,DEF,West Ham,1.82,43.0
10289,Issa Diop,30.0,DEF,West Ham,1.64,43.0
10290,Issa Diop,31.0,DEF,West Ham,1.58,43.0
10291,Issa Diop,32.0,DEF,West Ham,1.92,43.0
10292,Issa Diop,33.0,DEF,West Ham,1.93,43.0
10293,Issa Diop,34.0,DEF,West Ham,1.93,43.0
10294,Issa Diop,35.0,DEF,West Ham,1.94,43.0
10295,Issa Diop,36.0,DEF,West Ham,1.75,43.0
10296,Issa Diop,37.0,DEF,West Ham,1.67,43.0
10297,Issa Diop,38.0,DEF,West Ham,1.6,43.0
10298,Ivan Ricardo Neves Abreu Cavaleiro,1.0,MID,Fulham,2.0,55.0
10299,Ivan Ricardo Neves Abreu Cavaleiro,2.0,MID,Fulham,2.0,55.0
10300,Ivan Ricardo Neves Abreu Cavaleiro,3.0,MID,Fulham,2.0,55.0
10301,Ivan Ricardo Neves Abreu Cavaleiro,4.0,MID,Fulham,2.0,55.0
10302,Ivan Ricardo Neves Abreu Cavaleiro,5.0,MID,Fulham,1.9,54.0
10303,Ivan Ricardo Neves Abreu Cavaleiro,6.0,MID,Fulham,1.71,54.0
10304,Ivan Ricardo Neves Abreu Cavaleiro,7.0,MID,Fulham,1.64,54.0
10305,Ivan Ricardo Neves Abreu Cavaleiro,8.0,MID,Fulham,1.58,53.0
10306,Ivan Ricardo Neves Abreu Cavaleiro,9.0,MID,Fulham,1.42,53.0
10307,Ivan Ricardo Neves Abreu Cavaleiro,10.0,MID,Fulham,2.28,53.0
10308,Ivan Ricardo Neves Abreu Cavaleiro,11.0,MID,Fulham,2.25,53.0
10309,Ivan Ricardo Neves Abreu Cavaleiro,12.0,MID,Fulham,2.22,53.0
10310,Ivan Ricardo Neves Abreu Cavaleiro,13.0,MID,Fulham,2.3,53.0
10311,Ivan Ricardo Neves Abreu Cavaleiro,14.0,MID,Fulham,2.07,53.0
10312,Ivan Ricardo Neves Abreu Cavaleiro,15.0,MID,Fulham,2.16,53.0
10313,Ivan Ricardo Neves Abreu Cavaleiro,16.0,MID,Fulham,1.95,55.0
10314,Ivan Ricardo Neves Abreu Cavaleiro,17.0,MID,Fulham,1.75,55.0
10315,Ivan Ricardo Neves Abreu Cavaleiro,18.0,MID,Fulham,2.38,53.0
10316,Ivan Ricardo Neves Abreu Cavaleiro,19.0,MID,Fulham,2.34,53.0
10317,Ivan Ricardo Neves Abreu Cavaleiro,20.0,MID,Fulham,2.41,53.0
10318,Ivan Ricardo Neves Abreu Cavaleiro,21.0,MID,Fulham,2.77,53.0
10319,Ivan Ricardo Neves Abreu Cavaleiro,22.0,MID,Fulham,2.49,53.0
10320,Ivan Ricardo Neves Abreu Cavaleiro,23.0,MID,Fulham,2.54,53.0
10321,Ivan Ricardo Neves Abreu Cavaleiro,24.0,MID,Fulham,2.39,53.0
10322,Ivan Ricardo Neves Abreu Cavaleiro,25.0,MID,Fulham,2.45,53.0
10323,Ivan Ricardo Neves Abreu Cavaleiro,26.0,MID,Fulham,2.35,53.0
10324,Ivan Ricardo Neves Abreu Cavaleiro,27.0,MID,Fulham,2.42,53.0
10325,Ivan Ricardo Neves Abreu Cavaleiro,28.0,MID,Fulham,2.38,53.0
10326,Ivan Ricardo Neves Abreu Cavaleiro,29.0,MID,Fulham,2.34,53.0
10327,Ivan Ricardo Neves Abreu Cavaleiro,30.0,MID,Fulham,2.2,53.0
10328,Ivan Ricardo Neves Abreu Cavaleiro,31.0,MID,Fulham,2.08,53.0
10329,Ivan Ricardo Neves Abreu Cavaleiro,32.0,MID,Fulham,2.18,53.0
10330,Ivan Ricardo Neves Abreu Cavaleiro,33.0,MID,Fulham,1.96,55.0
10331,Ivan Ricardo Neves Abreu Cavaleiro,34.0,MID,Fulham,1.96,53.0
10332,Ivan Ricardo Neves Abreu Cavaleiro,35.0,MID,Fulham,1.97,53.0
10333,Ivan Ricardo Neves Abreu Cavaleiro,36.0,MID,Fulham,1.97,53.0
10334,Ivan Ricardo Neves Abreu Cavaleiro,37.0,MID,Fulham,1.97,53.0
10335,Ivan Ricardo Neves Abreu Cavaleiro,38.0,MID,Fulham,1.98,53.0
10336,Jack Butland,1.0,GK,Crystal Palace,1.72,45.0
10337,Jack Butland,2.0,GK,Crystal Palace,1.55,45.0
10338,Jack Butland,3.0,GK,Crystal Palace,1.39,45.0
10339,Jack Butland,4.0,GK,Crystal Palace,1.25,45.0
10340,Jack Butland,5.0,GK,Crystal Palace,1.13,45.0
10341,Jack Butland,6.0,GK,Crystal Palace,1.01,45.0
10342,Jack Butland,7.0,GK,Crystal Palace,0.91,45.0
10343,Jack Butland,8.0,GK,Crystal Palace,0.82,45.0
10344,Jack Butland,9.0,GK,Crystal Palace,0.74,45.0
10345,Jack Butland,10.0,GK,Crystal Palace,0.67,45.0
10346,Jack Butland,11.0,GK,Crystal Palace,0.6,45.0
10347,Jack Butland,12.0,GK,Crystal Palace,0.54,45.0
10348,Jack Butland,13.0,GK,Crystal Palace,0.48,45.0
10349,Jack Butland,14.0,GK,Crystal Palace,0.44,45.0
10350,Jack Butland,15.0,GK,Crystal Palace,0.39,45.0
10351,Jack Butland,16.0,GK,Crystal Palace,0.35,45.0
10352,Jack Butland,17.0,GK,Crystal Palace,0.32,45.0
10353,Jack Butland,18.0,GK,Crystal Palace,0.29,45.0
10354,Jack Butland,19.0,GK,Crystal Palace,0.26,45.0
10355,Jack Butland,20.0,GK,Crystal Palace,0.23,45.0
10356,Jack Butland,21.0,GK,Crystal Palace,0.21,45.0
10357,Jack Butland,22.0,GK,Crystal Palace,0.19,45.0
10358,Jack Butland,23.0,GK,Crystal Palace,0.17,45.0
10359,Jack Butland,24.0,GK,Crystal Palace,0.15,45.0
10360,Jack Butland,25.0,GK,Crystal Palace,0.14,45.0
10361,Jack Butland,26.0,GK,Crystal Palace,0.12,45.0
10362,Jack Butland,27.0,GK,Crystal Palace,0.11,45.0
10363,Jack Butland,28.0,GK,Crystal Palace,0.1,45.0
10364,Jack Butland,29.0,GK,Crystal Palace,0.09,45.0
10365,Jack Butland,30.0,GK,Crystal Palace,0.08,45.0
10366,Jack Butland,31.0,GK,Crystal Palace,0.07,45.0
10367,Jack Butland,32.0,GK,Crystal Palace,0.07,45.0
10368,Jack Butland,33.0,GK,Crystal Palace,0.06,45.0
10369,Jack Butland,34.0,GK,Crystal Palace,0.05,45.0
10370,Jack Butland,35.0,GK,Crystal Palace,0.05,45.0
10371,Jack Butland,36.0,GK,Crystal Palace,0.24,45.0
10372,Jack Butland,37.0,GK,Crystal Palace,0.22,45.0
10373,Jack Butland,38.0,GK,Crystal Palace,0.2,45.0
10374,Jack Cork,1.0,MID,Burnley,1.82,50.0
10375,Jack Cork,2.0,MID,Burnley,1.64,50.0
10376,Jack Cork,3.0,MID,Burnley,1.47,50.0
10377,Jack Cork,4.0,MID,Burnley,1.33,50.0
10378,Jack Cork,5.0,MID,Burnley,1.19,50.0
10379,Jack Cork,6.0,MID,Burnley,1.07,50.0
10380,Jack Cork,7.0,MID,Burnley,0.97,50.0
10381,Jack Cork,8.0,MID,Burnley,0.87,50.0
10382,Jack Cork,9.0,MID,Burnley,0.78,50.0
10383,Jack Cork,10.0,MID,Burnley,0.7,50.0
10384,Jack Cork,11.0,MID,Burnley,0.63,50.0
10385,Jack Cork,12.0,MID,Burnley,0.57,50.0
10386,Jack Cork,13.0,MID,Burnley,0.51,50.0
10387,Jack Cork,14.0,MID,Burnley,0.46,50.0
10388,Jack Cork,15.0,MID,Burnley,0.42,50.0
10389,Jack Cork,16.0,MID,Burnley,0.37,50.0
10390,Jack Cork,17.0,MID,Burnley,0.34,50.0
10391,Jack Cork,18.0,MID,Burnley,0.3,50.0
10392,Jack Cork,19.0,MID,Burnley,0.27,50.0
10393,Jack Cork,20.0,MID,Burnley,0.35,50.0
10394,Jack Cork,21.0,MID,Burnley,0.51,50.0
10395,Jack Cork,22.0,MID,Burnley,0.66,50.0
10396,Jack Cork,23.0,MID,Burnley,0.79,50.0
10397,Jack Cork,24.0,MID,Burnley,0.96,50.0
10398,Jack Cork,25.0,MID,Burnley,1.07,50.0
10399,Jack Cork,26.0,MID,Burnley,1.16,50.0
10400,Jack Cork,27.0,MID,Burnley,1.05,50.0
10401,Jack Cork,28.0,MID,Burnley,0.94,50.0
10402,Jack Cork,29.0,MID,Burnley,0.85,50.0
10403,Jack Cork,30.0,MID,Burnley,0.76,50.0
10404,Jack Cork,31.0,MID,Burnley,0.69,50.0
10405,Jack Cork,32.0,MID,Burnley,0.72,50.0
10406,Jack Cork,33.0,MID,Burnley,0.95,50.0
10407,Jack Cork,34.0,MID,Burnley,1.05,50.0
10408,Jack Cork,35.0,MID,Burnley,1.25,50.0
10409,Jack Cork,36.0,MID,Burnley,1.32,50.0
10410,Jack Cork,37.0,MID,Burnley,1.39,50.0
10411,Jack Cork,38.0,MID,Burnley,1.45,50.0
10412,Jack Grealish,1.0,MID,Aston Villa,3.53,70.0
10413,Jack Grealish,2.0,MID,Aston Villa,3.48,70.0
10414,Jack Grealish,3.0,MID,Aston Villa,3.93,70.0
10415,Jack Grealish,4.0,MID,Aston Villa,5.94,70.0
10416,Jack Grealish,5.0,MID,Aston Villa,5.64,71.0
10417,Jack Grealish,6.0,MID,Aston Villa,5.18,72.0
10418,Jack Grealish,7.0,MID,Aston Villa,6.16,73.0
10419,Jack Grealish,8.0,MID,Aston Villa,6.14,74.0
10420,Jack Grealish,9.0,MID,Aston Villa,5.63,76.0
10421,Jack Grealish,10.0,MID,Aston Villa,6.07,76.0
10422,Jack Grealish,11.0,MID,Aston Villa,5.46,70.0
10423,Jack Grealish,12.0,MID,Aston Villa,5.11,77.0
10424,Jack Grealish,13.0,MID,Aston Villa,4.9,78.0
10425,Jack Grealish,14.0,MID,Aston Villa,5.41,78.0
10426,Jack Grealish,15.0,MID,Aston Villa,5.07,78.0
10427,Jack Grealish,16.0,MID,Aston Villa,4.76,78.0
10428,Jack Grealish,17.0,MID,Aston Villa,4.99,77.0
10429,Jack Grealish,18.0,MID,Aston Villa,4.49,70.0
10430,Jack Grealish,19.0,MID,Aston Villa,4.44,77.0
10431,Jack Grealish,20.0,MID,Aston Villa,4.8,77.0
10432,Jack Grealish,21.0,MID,Aston Villa,4.92,77.0
10433,Jack Grealish,22.0,MID,Aston Villa,5.02,78.0
10434,Jack Grealish,23.0,MID,Aston Villa,4.72,78.0
10435,Jack Grealish,24.0,MID,Aston Villa,4.45,78.0
10436,Jack Grealish,25.0,MID,Aston Villa,4.01,77.0
10437,Jack Grealish,26.0,MID,Aston Villa,3.6,76.0
10438,Jack Grealish,27.0,MID,Aston Villa,3.24,76.0
10439,Jack Grealish,28.0,MID,Aston Villa,2.92,75.0
10440,Jack Grealish,29.0,MID,Aston Villa,2.63,75.0
10441,Jack Grealish,30.0,MID,Aston Villa,2.36,75.0
10442,Jack Grealish,31.0,MID,Aston Villa,2.13,75.0
10443,Jack Grealish,32.0,MID,Aston Villa,1.92,75.0
10444,Jack Grealish,33.0,MID,Aston Villa,1.72,75.0
10445,Jack Grealish,34.0,MID,Aston Villa,1.55,75.0
10446,Jack Grealish,35.0,MID,Aston Villa,1.45,75.0
10447,Jack Grealish,36.0,MID,Aston Villa,1.4,75.0
10448,Jack Grealish,37.0,MID,Aston Villa,1.46,75.0
10449,Jack Grealish,38.0,MID,Aston Villa,1.52,75.0
10450,Jack Harrison,1.0,MID,Leeds,7.0,55.0
10451,Jack Harrison,2.0,MID,Leeds,6.5,55.0
10452,Jack Harrison,3.0,MID,Leeds,6.55,55.0
10453,Jack Harrison,4.0,MID,Leeds,5.9,55.0
10454,Jack Harrison,5.0,MID,Leeds,5.51,55.0
10455,Jack Harrison,6.0,MID,Leeds,5.25,55.0
10456,Jack Harrison,7.0,MID,Leeds,5.33,55.0
10457,Jack Harrison,8.0,MID,Leeds,5.0,55.0
10458,Jack Harrison,9.0,MID,Leeds,4.8,55.0
10459,Jack Harrison,10.0,MID,Leeds,4.92,55.0
10460,Jack Harrison,11.0,MID,Leeds,4.53,55.0
10461,Jack Harrison,12.0,MID,Leeds,4.17,54.0
10462,Jack Harrison,13.0,MID,Leeds,4.96,54.0
10463,Jack Harrison,14.0,MID,Leeds,4.66,54.0
10464,Jack Harrison,15.0,MID,Leeds,4.49,54.0
10465,Jack Harrison,16.0,MID,Leeds,4.84,54.0
10466,Jack Harrison,17.0,MID,Leeds,4.56,54.0
10467,Jack Harrison,18.0,MID,Leeds,4.1,55.0
10468,Jack Harrison,19.0,MID,Leeds,3.89,54.0
10469,Jack Harrison,20.0,MID,Leeds,4.2,54.0
10470,Jack Harrison,21.0,MID,Leeds,4.68,54.0
10471,Jack Harrison,22.0,MID,Leeds,4.32,54.0
10472,Jack Harrison,23.0,MID,Leeds,4.78,54.0
10473,Jack Harrison,24.0,MID,Leeds,4.41,54.0
10474,Jack Harrison,25.0,MID,Leeds,4.12,55.0
10475,Jack Harrison,26.0,MID,Leeds,3.8,55.0
10476,Jack Harrison,27.0,MID,Leeds,3.52,54.0
10477,Jack Harrison,28.0,MID,Leeds,3.47,54.0
10478,Jack Harrison,29.0,MID,Leeds,3.82,54.0
10479,Jack Harrison,30.0,MID,Leeds,4.74,54.0
10480,Jack Harrison,31.0,MID,Leeds,4.27,54.0
10481,Jack Harrison,32.0,MID,Leeds,4.34,54.0
10482,Jack Harrison,33.0,MID,Leeds,4.21,54.0
10483,Jack Harrison,34.0,MID,Leeds,3.99,54.0
10484,Jack Harrison,35.0,MID,Leeds,3.79,54.0
10485,Jack Harrison,36.0,MID,Leeds,5.01,54.0
10486,Jack Harrison,37.0,MID,Leeds,4.81,55.0
10487,Jack Harrison,38.0,MID,Leeds,4.83,56.0
10488,Jack Jenkins,1.0,MID,Leeds,0.0,45.0
10489,Jack Jenkins,2.0,MID,Leeds,0.0,45.0
10490,Jack Jenkins,3.0,MID,Leeds,0.0,45.0
10491,Jack Jenkins,4.0,MID,Leeds,0.0,45.0
10492,Jack Jenkins,5.0,MID,Leeds,0.0,45.0
10493,Jack Jenkins,6.0,MID,Leeds,0.0,45.0
10494,Jack Jenkins,7.0,MID,Leeds,0.0,45.0
10495,Jack Jenkins,8.0,MID,Leeds,0.0,45.0
10496,Jack Jenkins,9.0,MID,Leeds,0.0,45.0
10497,Jack Jenkins,10.0,MID,Leeds,0.0,45.0
10498,Jack Jenkins,11.0,MID,Leeds,0.0,45.0
10499,Jack Jenkins,12.0,MID,Leeds,0.0,45.0
10500,Jack Jenkins,13.0,MID,Leeds,0.0,45.0
10501,Jack Jenkins,14.0,MID,Leeds,0.0,45.0
10502,Jack Jenkins,15.0,MID,Leeds,0.0,45.0
10503,Jack Jenkins,16.0,MID,Leeds,0.0,45.0
10504,Jack Jenkins,17.0,MID,Leeds,0.0,45.0
10505,Jack Jenkins,18.0,MID,Leeds,0.0,45.0
10506,Jack Jenkins,19.0,MID,Leeds,0.0,45.0
10507,Jack Jenkins,20.0,MID,Leeds,0.0,45.0
10508,Jack Jenkins,21.0,MID,Leeds,0.0,45.0
10509,Jack Jenkins,22.0,MID,Leeds,0.0,45.0
10510,Jack Jenkins,23.0,MID,Leeds,0.0,45.0
10511,Jack Jenkins,24.0,MID,Leeds,0.0,45.0
10512,Jack Jenkins,25.0,MID,Leeds,0.0,45.0
10513,Jack Jenkins,26.0,MID,Leeds,0.0,45.0
10514,Jack Jenkins,27.0,MID,Leeds,0.0,45.0
10515,Jack Jenkins,28.0,MID,Leeds,0.0,45.0
10516,Jack Jenkins,29.0,MID,Leeds,0.0,45.0
10517,Jack Jenkins,30.0,MID,Leeds,0.0,45.0
10518,Jack Jenkins,31.0,MID,Leeds,0.0,45.0
10519,Jack Jenkins,32.0,MID,Leeds,0.0,45.0
10520,Jack Jenkins,33.0,MID,Leeds,0.0,45.0
10521,Jack Jenkins,34.0,MID,Leeds,0.0,45.0
10522,Jack Jenkins,35.0,MID,Leeds,0.0,45.0
10523,Jack Jenkins,36.0,MID,Leeds,0.0,45.0
10524,Jack Jenkins,37.0,MID,Leeds,0.0,45.0
10525,Jack Jenkins,38.0,MID,Leeds,0.0,45.0
10526,Jack O'Connell,1.0,DEF,Sheffield Utd,2.73,50.0
10527,Jack O'Connell,2.0,DEF,Sheffield Utd,2.66,50.0
10528,Jack O'Connell,3.0,DEF,Sheffield Utd,2.39,50.0
10529,Jack O'Connell,4.0,DEF,Sheffield Utd,2.15,49.0
10530,Jack O'Connell,5.0,DEF,Sheffield Utd,1.94,49.0
10531,Jack O'Connell,6.0,DEF,Sheffield Utd,1.74,49.0
10532,Jack O'Connell,7.0,DEF,Sheffield Utd,1.57,48.0
10533,Jack O'Connell,8.0,DEF,Sheffield Utd,1.41,48.0
10534,Jack O'Connell,9.0,DEF,Sheffield Utd,1.27,48.0
10535,Jack O'Connell,10.0,DEF,Sheffield Utd,1.14,48.0
10536,Jack O'Connell,11.0,DEF,Sheffield Utd,1.03,48.0
10537,Jack O'Connell,12.0,DEF,Sheffield Utd,0.93,48.0
10538,Jack O'Connell,13.0,DEF,Sheffield Utd,0.83,48.0
10539,Jack O'Connell,14.0,DEF,Sheffield Utd,0.75,48.0
10540,Jack O'Connell,15.0,DEF,Sheffield Utd,0.68,47.0
10541,Jack O'Connell,16.0,DEF,Sheffield Utd,0.61,47.0
10542,Jack O'Connell,17.0,DEF,Sheffield Utd,0.55,47.0
10543,Jack O'Connell,18.0,DEF,Sheffield Utd,0.49,47.0
10544,Jack O'Connell,19.0,DEF,Sheffield Utd,0.44,47.0
10545,Jack O'Connell,20.0,DEF,Sheffield Utd,0.4,47.0
10546,Jack O'Connell,21.0,DEF,Sheffield Utd,0.36,47.0
10547,Jack O'Connell,22.0,DEF,Sheffield Utd,0.32,47.0
10548,Jack O'Connell,23.0,DEF,Sheffield Utd,0.29,47.0
10549,Jack O'Connell,24.0,DEF,Sheffield Utd,0.26,47.0
10550,Jack O'Connell,25.0,DEF,Sheffield Utd,0.24,47.0
10551,Jack O'Connell,26.0,DEF,Sheffield Utd,0.21,47.0
10552,Jack O'Connell,27.0,DEF,Sheffield Utd,0.19,47.0
10553,Jack O'Connell,28.0,DEF,Sheffield Utd,0.17,47.0
10554,Jack O'Connell,29.0,DEF,Sheffield Utd,0.15,50.0
10555,Jack O'Connell,30.0,DEF,Sheffield Utd,0.14,47.0
10556,Jack O'Connell,31.0,DEF,Sheffield Utd,0.13,47.0
10557,Jack O'Connell,32.0,DEF,Sheffield Utd,0.11,47.0
10558,Jack O'Connell,33.0,DEF,Sheffield Utd,0.1,47.0
10559,Jack O'Connell,34.0,DEF,Sheffield Utd,0.09,47.0
10560,Jack O'Connell,35.0,DEF,Sheffield Utd,0.08,47.0
10561,Jack O'Connell,36.0,DEF,Sheffield Utd,0.07,47.0
10562,Jack O'Connell,37.0,DEF,Sheffield Utd,0.07,47.0
10563,Jack O'Connell,38.0,DEF,Sheffield Utd,0.06,47.0
10564,Jack Robinson,1.0,DEF,Sheffield Utd,0.9,45.0
10565,Jack Robinson,2.0,DEF,Sheffield Utd,0.81,45.0
10566,Jack Robinson,3.0,DEF,Sheffield Utd,0.93,44.0
10567,Jack Robinson,4.0,DEF,Sheffield Utd,0.94,44.0
10568,Jack Robinson,5.0,DEF,Sheffield Utd,1.34,44.0
10569,Jack Robinson,6.0,DEF,Sheffield Utd,1.21,44.0
10570,Jack Robinson,7.0,DEF,Sheffield Utd,1.09,44.0
10571,Jack Robinson,8.0,DEF,Sheffield Utd,0.98,44.0
10572,Jack Robinson,9.0,DEF,Sheffield Utd,0.98,44.0
10573,Jack Robinson,10.0,DEF,Sheffield Utd,0.88,44.0
10574,Jack Robinson,11.0,DEF,Sheffield Utd,0.79,43.0
10575,Jack Robinson,12.0,DEF,Sheffield Utd,0.72,43.0
10576,Jack Robinson,13.0,DEF,Sheffield Utd,0.64,43.0
10577,Jack Robinson,14.0,DEF,Sheffield Utd,0.78,43.0
10578,Jack Robinson,15.0,DEF,Sheffield Utd,0.8,43.0
10579,Jack Robinson,16.0,DEF,Sheffield Utd,0.82,43.0
10580,Jack Robinson,17.0,DEF,Sheffield Utd,0.74,43.0
10581,Jack Robinson,18.0,DEF,Sheffield Utd,0.67,43.0
10582,Jack Robinson,19.0,DEF,Sheffield Utd,0.6,43.0
10583,Jack Robinson,20.0,DEF,Sheffield Utd,0.54,42.0
10584,Jack Robinson,21.0,DEF,Sheffield Utd,0.48,42.0
10585,Jack Robinson,22.0,DEF,Sheffield Utd,0.44,42.0
10586,Jack Robinson,23.0,DEF,Sheffield Utd,0.39,42.0
10587,Jack Robinson,24.0,DEF,Sheffield Utd,0.35,42.0
10588,Jack Robinson,25.0,DEF,Sheffield Utd,0.32,42.0
10589,Jack Robinson,26.0,DEF,Sheffield Utd,0.29,42.0
10590,Jack Robinson,27.0,DEF,Sheffield Utd,0.26,42.0
10591,Jack Robinson,28.0,DEF,Sheffield Utd,0.23,42.0
10592,Jack Robinson,29.0,DEF,Sheffield Utd,0.21,45.0
10593,Jack Robinson,30.0,DEF,Sheffield Utd,0.19,42.0
10594,Jack Robinson,31.0,DEF,Sheffield Utd,0.17,42.0
10595,Jack Robinson,32.0,DEF,Sheffield Utd,0.15,42.0
10596,Jack Robinson,33.0,DEF,Sheffield Utd,0.14,42.0
10597,Jack Robinson,34.0,DEF,Sheffield Utd,0.12,42.0
10598,Jack Robinson,35.0,DEF,Sheffield Utd,0.11,42.0
10599,Jack Robinson,36.0,DEF,Sheffield Utd,1.2,42.0
10600,Jack Robinson,37.0,DEF,Sheffield Utd,1.28,42.0
10601,Jack Robinson,38.0,DEF,Sheffield Utd,1.75,42.0
10602,Jack Stephens,1.0,DEF,Southampton,1.68,50.0
10603,Jack Stephens,2.0,DEF,Southampton,1.41,50.0
10604,Jack Stephens,3.0,DEF,Southampton,1.27,50.0
10605,Jack Stephens,4.0,DEF,Southampton,1.14,49.0
10606,Jack Stephens,5.0,DEF,Southampton,1.03,49.0
10607,Jack Stephens,6.0,DEF,Southampton,0.93,48.0
10608,Jack Stephens,7.0,DEF,Southampton,0.83,48.0
10609,Jack Stephens,8.0,DEF,Southampton,1.45,48.0
10610,Jack Stephens,9.0,DEF,Southampton,1.31,48.0
10611,Jack Stephens,10.0,DEF,Southampton,1.17,48.0
10612,Jack Stephens,11.0,DEF,Southampton,1.06,47.0
10613,Jack Stephens,12.0,DEF,Southampton,0.95,47.0
10614,Jack Stephens,13.0,DEF,Southampton,0.86,47.0
10615,Jack Stephens,14.0,DEF,Southampton,0.77,47.0
10616,Jack Stephens,15.0,DEF,Southampton,1.29,46.0
10617,Jack Stephens,16.0,DEF,Southampton,2.06,46.0
10618,Jack Stephens,17.0,DEF,Southampton,2.66,46.0
10619,Jack Stephens,18.0,DEF,Southampton,2.39,50.0
10620,Jack Stephens,19.0,DEF,Southampton,2.25,46.0
10621,Jack Stephens,20.0,DEF,Southampton,2.13,46.0
10622,Jack Stephens,21.0,DEF,Southampton,2.11,46.0
10623,Jack Stephens,22.0,DEF,Southampton,1.6,46.0
10624,Jack Stephens,23.0,DEF,Southampton,1.54,46.0
10625,Jack Stephens,24.0,DEF,Southampton,1.39,46.0
10626,Jack Stephens,25.0,DEF,Southampton,1.25,46.0
10627,Jack Stephens,26.0,DEF,Southampton,1.12,46.0
10628,Jack Stephens,27.0,DEF,Southampton,1.01,46.0
10629,Jack Stephens,28.0,DEF,Southampton,0.91,46.0
10630,Jack Stephens,29.0,DEF,Southampton,0.82,50.0
10631,Jack Stephens,30.0,DEF,Southampton,0.74,46.0
10632,Jack Stephens,31.0,DEF,Southampton,0.66,46.0
10633,Jack Stephens,32.0,DEF,Southampton,0.6,46.0
10634,Jack Stephens,33.0,DEF,Southampton,0.54,50.0
10635,Jack Stephens,34.0,DEF,Southampton,0.68,46.0
10636,Jack Stephens,35.0,DEF,Southampton,0.77,46.0
10637,Jack Stephens,36.0,DEF,Southampton,0.89,46.0
10638,Jack Stephens,37.0,DEF,Southampton,0.9,46.0
10639,Jack Stephens,38.0,DEF,Southampton,0.81,46.0
10640,Jack Wilshere,1.0,MID,West Ham,0.78,50.0
10641,Jack Wilshere,2.0,MID,West Ham,0.7,50.0
10642,Jack Wilshere,3.0,MID,West Ham,0.63,49.0
10643,Jack Wilshere,4.0,MID,West Ham,0.57,49.0
10644,Jack Wilshere,5.0,MID,West Ham,0.51,49.0
10645,Jack Wilshere,6.0,MID,West Ham,0.46,49.0
10646,Jack Wilshere,7.0,MID,West Ham,0.42,49.0
10647,Jack Wilshere,8.0,MID,West Ham,0.37,49.0
10648,Jack Wilshere,9.0,MID,West Ham,0.34,49.0
10649,Jack Wilshere,10.0,MID,West Ham,0.3,49.0
10650,Jack Wilshere,11.0,MID,West Ham,0.27,49.0
10651,Jack Wilshere,12.0,MID,West Ham,0.25,49.0
10652,Jack Wilshere,13.0,MID,West Ham,0.22,49.0
10653,Jack Wilshere,14.0,MID,West Ham,0.2,49.0
10654,Jack Wilshere,15.0,MID,West Ham,0.18,49.0
10655,Jack Wilshere,16.0,MID,West Ham,0.16,49.0
10656,Jack Wilshere,17.0,MID,West Ham,0.14,49.0
10657,Jack Wilshere,18.0,MID,West Ham,0.13,50.0
10658,Jack Wilshere,19.0,MID,West Ham,0.12,49.0
