index,Name,GW,Position,Club,Total Points,Cost
2267,Anwar El Ghazi,26.0,MID,Aston Villa,2.5,53.0
2268,Anwar El Ghazi,27.0,MID,Aston Villa,2.25,53.0
2269,Anwar El Ghazi,28.0,MID,Aston Villa,2.22,53.0
2270,Anwar El Ghazi,29.0,MID,Aston Villa,2.1,53.0
2271,Anwar El Ghazi,30.0,MID,Aston Villa,2.09,53.0
2272,Anwar El Ghazi,31.0,MID,Aston Villa,1.98,53.0
2273,Anwar El Ghazi,32.0,MID,Aston Villa,1.88,52.0
2274,Anwar El Ghazi,33.0,MID,Aston Villa,2.59,52.0
2275,Anwar El Ghazi,34.0,MID,Aston Villa,2.94,52.0
2276,Anwar El Ghazi,35.0,MID,Aston Villa,2.89,52.0
2277,Anwar El Ghazi,36.0,MID,Aston Villa,3.3,52.0
2278,Anwar El Ghazi,37.0,MID,Aston Villa,3.17,52.0
2279,Anwar El Ghazi,38.0,MID,Aston Villa,3.76,52.0
2280,Arthur Masuaku,1.0,DEF,West Ham,1.05,45.0
2281,Arthur Masuaku,2.0,DEF,West Ham,1.04,45.0
2282,Arthur Masuaku,3.0,DEF,West Ham,2.14,45.0
2283,Arthur Masuaku,4.0,DEF,West Ham,2.53,45.0
2284,Arthur Masuaku,5.0,DEF,West Ham,2.27,45.0
2285,Arthur Masuaku,6.0,DEF,West Ham,2.25,45.0
2286,Arthur Masuaku,7.0,DEF,West Ham,2.12,45.0
2287,Arthur Masuaku,8.0,DEF,West Ham,2.51,45.0
2288,Arthur Masuaku,9.0,DEF,West Ham,2.96,45.0
2289,Arthur Masuaku,10.0,DEF,West Ham,2.76,45.0
2290,Arthur Masuaku,11.0,DEF,West Ham,2.59,45.0
2291,Arthur Masuaku,12.0,DEF,West Ham,2.33,45.0
2292,Arthur Masuaku,13.0,DEF,West Ham,2.09,45.0
2293,Arthur Masuaku,14.0,DEF,West Ham,1.89,45.0
2294,Arthur Masuaku,15.0,DEF,West Ham,1.7,45.0
2295,Arthur Masuaku,16.0,DEF,West Ham,1.53,44.0
2296,Arthur Masuaku,17.0,DEF,West Ham,1.37,44.0
2297,Arthur Masuaku,18.0,DEF,West Ham,1.24,45.0
2298,Arthur Masuaku,19.0,DEF,West Ham,1.11,44.0
2299,Arthur Masuaku,20.0,DEF,West Ham,1.0,44.0
2300,Arthur Masuaku,21.0,DEF,West Ham,0.9,43.0
2301,Arthur Masuaku,22.0,DEF,West Ham,0.81,43.0
2302,Arthur Masuaku,23.0,DEF,West Ham,0.73,43.0
2303,Arthur Masuaku,24.0,DEF,West Ham,0.66,43.0
2304,Arthur Masuaku,25.0,DEF,West Ham,0.59,43.0
2305,Arthur Masuaku,26.0,DEF,West Ham,0.53,43.0
2306,Arthur Masuaku,27.0,DEF,West Ham,0.48,43.0
2307,Arthur Masuaku,28.0,DEF,West Ham,0.43,43.0
2308,Arthur Masuaku,29.0,DEF,West Ham,0.39,43.0
2309,Arthur Masuaku,30.0,DEF,West Ham,0.85,43.0
2310,Arthur Masuaku,31.0,DEF,West Ham,0.76,43.0
2311,Arthur Masuaku,32.0,DEF,West Ham,0.69,43.0
2312,Arthur Masuaku,33.0,DEF,West Ham,0.62,43.0
2313,Arthur Masuaku,34.0,DEF,West Ham,0.56,43.0
2314,Arthur Masuaku,35.0,DEF,West Ham,0.5,43.0
2315,Arthur Masuaku,36.0,DEF,West Ham,0.45,43.0
2316,Arthur Masuaku,37.0,DEF,West Ham,0.41,43.0
2317,Arthur Masuaku,38.0,DEF,West Ham,0.37,43.0
2318,Ashley Barnes,1.0,FWD,Burnley,2.11,60.0
2319,Ashley Barnes,2.0,FWD,Burnley,1.9,60.0
2320,Ashley Barnes,3.0,FWD,Burnley,1.71,60.0
2321,Ashley Barnes,4.0,FWD,Burnley,1.64,60.0
2322,Ashley Barnes,5.0,FWD,Burnley,1.67,60.0
2323,Ashley Barnes,6.0,FWD,Burnley,1.71,60.0
2324,Ashley Barnes,7.0,FWD,Burnley,1.74,60.0
2325,Ashley Barnes,8.0,FWD,Burnley,1.76,60.0
2326,Ashley Barnes,9.0,FWD,Burnley,1.59,60.0
2327,Ashley Barnes,10.0,FWD,Burnley,1.63,60.0
2328,Ashley Barnes,11.0,FWD,Burnley,1.56,60.0
2329,Ashley Barnes,12.0,FWD,Burnley,1.51,60.0
2330,Ashley Barnes,13.0,FWD,Burnley,1.46,60.0
2331,Ashley Barnes,14.0,FWD,Burnley,2.11,60.0
2332,Ashley Barnes,15.0,FWD,Burnley,2.0,60.0
2333,Ashley Barnes,16.0,FWD,Burnley,2.0,60.0
2334,Ashley Barnes,17.0,FWD,Burnley,1.8,60.0
2335,Ashley Barnes,18.0,FWD,Burnley,1.82,60.0
2336,Ashley Barnes,19.0,FWD,Burnley,2.04,60.0
2337,Ashley Barnes,20.0,FWD,Burnley,1.83,60.0
2338,Ashley Barnes,21.0,FWD,Burnley,1.65,60.0
2339,Ashley Barnes,22.0,FWD,Burnley,1.49,60.0
2340,Ashley Barnes,23.0,FWD,Burnley,1.54,60.0
2341,Ashley Barnes,24.0,FWD,Burnley,1.93,60.0
2342,Ashley Barnes,25.0,FWD,Burnley,1.74,60.0
2343,Ashley Barnes,26.0,FWD,Burnley,1.57,60.0
2344,Ashley Barnes,27.0,FWD,Burnley,1.41,60.0
2345,Ashley Barnes,28.0,FWD,Burnley,1.27,60.0
2346,Ashley Barnes,29.0,FWD,Burnley,1.14,60.0
2347,Ashley Barnes,30.0,FWD,Burnley,1.03,60.0
2348,Ashley Barnes,31.0,FWD,Burnley,0.92,60.0
2349,Ashley Barnes,32.0,FWD,Burnley,0.83,60.0
2350,Ashley Barnes,33.0,FWD,Burnley,0.75,60.0
2351,Ashley Barnes,34.0,FWD,Burnley,0.77,60.0
2352,Ashley Barnes,35.0,FWD,Burnley,0.8,60.0
2353,Ashley Barnes,36.0,FWD,Burnley,0.82,60.0
2354,Ashley Barnes,37.0,FWD,Burnley,0.74,60.0
2355,Ashley Barnes,38.0,FWD,Burnley,0.76,60.0
2356,Ashley Westwood,1.0,MID,Burnley,1.93,55.0
2357,Ashley Westwood,2.0,MID,Burnley,1.94,55.0
2358,Ashley Westwood,3.0,MID,Burnley,1.95,55.0
2359,Ashley Westwood,4.0,MID,Burnley,2.55,55.0
2360,Ashley Westwood,5.0,MID,Burnley,2.5,54.0
2361,Ashley Westwood,6.0,MID,Burnley,2.45,54.0
2362,Ashley Westwood,7.0,MID,Burnley,2.4,54.0
2363,Ashley Westwood,8.0,MID,Burnley,2.46,54.0
2364,Ashley Westwood,9.0,MID,Burnley,2.52,53.0
2365,Ashley Westwood,10.0,MID,Burnley,2.46,53.0
2366,Ashley Westwood,11.0,MID,Burnley,2.82,53.0
2367,Ashley Westwood,12.0,MID,Burnley,3.14,53.0
2368,Ashley Westwood,13.0,MID,Burnley,3.12,53.0
2369,Ashley Westwood,14.0,MID,Burnley,2.91,53.0
2370,Ashley Westwood,15.0,MID,Burnley,2.72,53.0
2371,Ashley Westwood,16.0,MID,Burnley,2.75,53.0
2372,Ashley Westwood,17.0,MID,Burnley,2.47,55.0
2373,Ashley Westwood,18.0,MID,Burnley,2.33,53.0
2374,Ashley Westwood,19.0,MID,Burnley,2.34,53.0
2375,Ashley Westwood,20.0,MID,Burnley,2.61,53.0
2376,Ashley Westwood,21.0,MID,Burnley,2.45,53.0
2377,Ashley Westwood,22.0,MID,Burnley,2.4,53.0
2378,Ashley Westwood,23.0,MID,Burnley,2.36,53.0
2379,Ashley Westwood,24.0,MID,Burnley,2.38,53.0
2380,Ashley Westwood,25.0,MID,Burnley,2.44,53.0
2381,Ashley Westwood,26.0,MID,Burnley,2.39,53.0
2382,Ashley Westwood,27.0,MID,Burnley,2.36,53.0
2383,Ashley Westwood,28.0,MID,Burnley,2.22,53.0
2384,Ashley Westwood,29.0,MID,Burnley,2.0,55.0
2385,Ashley Westwood,30.0,MID,Burnley,2.0,53.0
2386,Ashley Westwood,31.0,MID,Burnley,2.0,53.0
2387,Ashley Westwood,32.0,MID,Burnley,2.3,53.0
2388,Ashley Westwood,33.0,MID,Burnley,2.97,53.0
2389,Ashley Westwood,34.0,MID,Burnley,2.87,53.0
2390,Ashley Westwood,35.0,MID,Burnley,3.58,53.0
2391,Ashley Westwood,36.0,MID,Burnley,3.33,53.0
2392,Ashley Westwood,37.0,MID,Burnley,3.19,53.0
2393,Ashley Westwood,38.0,MID,Burnley,3.07,53.0
2394,Axel Tuanzebe,1.0,DEF,Man Utd,0.23,45.0
2395,Axel Tuanzebe,2.0,DEF,Man Utd,0.2,45.0
2396,Axel Tuanzebe,3.0,DEF,Man Utd,0.18,45.0
2397,Axel Tuanzebe,4.0,DEF,Man Utd,0.17,45.0
2398,Axel Tuanzebe,5.0,DEF,Man Utd,0.15,45.0
2399,Axel Tuanzebe,6.0,DEF,Man Utd,0.13,45.0
2400,Axel Tuanzebe,7.0,DEF,Man Utd,0.12,45.0
2401,Axel Tuanzebe,8.0,DEF,Man Utd,0.21,45.0
2402,Axel Tuanzebe,9.0,DEF,Man Utd,0.19,44.0
2403,Axel Tuanzebe,10.0,DEF,Man Utd,0.17,44.0
2404,Axel Tuanzebe,11.0,DEF,Man Utd,0.15,43.0
2405,Axel Tuanzebe,12.0,DEF,Man Utd,0.14,43.0
2406,Axel Tuanzebe,13.0,DEF,Man Utd,0.12,43.0
2407,Axel Tuanzebe,14.0,DEF,Man Utd,0.11,42.0
2408,Axel Tuanzebe,15.0,DEF,Man Utd,-0.0,42.0
2409,Axel Tuanzebe,16.0,DEF,Man Utd,-0.0,42.0
2410,Axel Tuanzebe,17.0,DEF,Man Utd,0.1,42.0
2411,Axel Tuanzebe,18.0,DEF,Man Utd,0.19,42.0
2412,Axel Tuanzebe,19.0,DEF,Man Utd,0.17,42.0
2413,Axel Tuanzebe,20.0,DEF,Man Utd,0.15,42.0
2414,Axel Tuanzebe,21.0,DEF,Man Utd,0.14,42.0
2415,Axel Tuanzebe,22.0,DEF,Man Utd,0.12,42.0
2416,Axel Tuanzebe,23.0,DEF,Man Utd,0.11,42.0
2417,Axel Tuanzebe,24.0,DEF,Man Utd,0.1,42.0
2418,Axel Tuanzebe,25.0,DEF,Man Utd,0.09,42.0
2419,Axel Tuanzebe,26.0,DEF,Man Utd,0.08,42.0
2420,Axel Tuanzebe,27.0,DEF,Man Utd,0.07,42.0
2421,Axel Tuanzebe,28.0,DEF,Man Utd,0.07,41.0
2422,Axel Tuanzebe,29.0,DEF,Man Utd,0.06,45.0
2423,Axel Tuanzebe,30.0,DEF,Man Utd,0.05,41.0
2424,Axel Tuanzebe,31.0,DEF,Man Utd,0.05,41.0
2425,Axel Tuanzebe,32.0,DEF,Man Utd,0.04,41.0
2426,Axel Tuanzebe,33.0,DEF,Man Utd,0.04,41.0
2427,Axel Tuanzebe,34.0,DEF,Man Utd,0.04,45.0
2428,Axel Tuanzebe,35.0,DEF,Man Utd,0.07,41.0
2429,Axel Tuanzebe,36.0,DEF,Man Utd,0.06,45.0
2430,Axel Tuanzebe,37.0,DEF,Man Utd,0.25,41.0
2431,Axel Tuanzebe,38.0,DEF,Man Utd,0.43,41.0
2432,Aymeric Laporte,1.0,DEF,Man City,2.72,60.0
2433,Aymeric Laporte,2.0,DEF,Man City,2.45,60.0
2434,Aymeric Laporte,3.0,DEF,Man City,2.2,60.0
2435,Aymeric Laporte,4.0,DEF,Man City,2.18,60.0
2436,Aymeric Laporte,5.0,DEF,Man City,1.96,60.0
2437,Aymeric Laporte,6.0,DEF,Man City,1.77,60.0
2438,Aymeric Laporte,7.0,DEF,Man City,2.39,60.0
2439,Aymeric Laporte,8.0,DEF,Man City,2.25,60.0
2440,Aymeric Laporte,9.0,DEF,Man City,2.13,60.0
2441,Aymeric Laporte,10.0,DEF,Man City,1.91,60.0
2442,Aymeric Laporte,11.0,DEF,Man City,1.72,60.0
2443,Aymeric Laporte,12.0,DEF,Man City,1.55,60.0
2444,Aymeric Laporte,13.0,DEF,Man City,1.4,60.0
2445,Aymeric Laporte,14.0,DEF,Man City,1.26,60.0
2446,Aymeric Laporte,15.0,DEF,Man City,1.13,60.0
2447,Aymeric Laporte,16.0,DEF,Man City,1.02,60.0
2448,Aymeric Laporte,17.0,DEF,Man City,0.92,60.0
2449,Aymeric Laporte,18.0,DEF,Man City,0.82,60.0
2450,Aymeric Laporte,19.0,DEF,Man City,0.74,60.0
2451,Aymeric Laporte,20.0,DEF,Man City,0.77,60.0
2452,Aymeric Laporte,21.0,DEF,Man City,1.29,60.0
2453,Aymeric Laporte,22.0,DEF,Man City,1.86,60.0
2454,Aymeric Laporte,23.0,DEF,Man City,1.68,60.0
2455,Aymeric Laporte,24.0,DEF,Man City,1.91,60.0
2456,Aymeric Laporte,25.0,DEF,Man City,1.72,60.0
2457,Aymeric Laporte,26.0,DEF,Man City,1.65,60.0
2458,Aymeric Laporte,27.0,DEF,Man City,1.53,60.0
2459,Aymeric Laporte,28.0,DEF,Man City,1.98,60.0
2460,Aymeric Laporte,29.0,DEF,Man City,1.78,60.0
2461,Aymeric Laporte,30.0,DEF,Man City,2.3,60.0
2462,Aymeric Laporte,31.0,DEF,Man City,2.07,60.0
2463,Aymeric Laporte,32.0,DEF,Man City,1.96,60.0
2464,Aymeric Laporte,33.0,DEF,Man City,1.77,60.0
2465,Aymeric Laporte,34.0,DEF,Man City,2.19,60.0
2466,Aymeric Laporte,35.0,DEF,Man City,2.07,60.0
2467,Aymeric Laporte,36.0,DEF,Man City,1.86,60.0
2468,Aymeric Laporte,37.0,DEF,Man City,1.68,60.0
2469,Aymeric Laporte,38.0,DEF,Man City,1.51,60.0
2470,Ayoze Pérez,1.0,MID,Leicester,3.36,65.0
2471,Ayoze Pérez,2.0,MID,Leicester,3.22,65.0
2472,Ayoze Pérez,3.0,MID,Leicester,2.9,64.0
2473,Ayoze Pérez,4.0,MID,Leicester,2.81,63.0
2474,Ayoze Pérez,5.0,MID,Leicester,2.63,63.0
2475,Ayoze Pérez,6.0,MID,Leicester,2.36,62.0
2476,Ayoze Pérez,7.0,MID,Leicester,2.13,62.0
2477,Ayoze Pérez,8.0,MID,Leicester,1.92,61.0
2478,Ayoze Pérez,9.0,MID,Leicester,1.72,61.0
2479,Ayoze Pérez,10.0,MID,Leicester,1.55,61.0
2480,Ayoze Pérez,11.0,MID,Leicester,2.3,60.0
2481,Ayoze Pérez,12.0,MID,Leicester,2.37,60.0
2482,Ayoze Pérez,13.0,MID,Leicester,2.23,60.0
2483,Ayoze Pérez,14.0,MID,Leicester,2.01,60.0
2484,Ayoze Pérez,15.0,MID,Leicester,1.91,60.0
2485,Ayoze Pérez,16.0,MID,Leicester,1.92,60.0
2486,Ayoze Pérez,17.0,MID,Leicester,1.72,60.0
2487,Ayoze Pérez,18.0,MID,Leicester,1.55,65.0
2488,Ayoze Pérez,19.0,MID,Leicester,1.5,60.0
2489,Ayoze Pérez,20.0,MID,Leicester,1.55,60.0
2490,Ayoze Pérez,21.0,MID,Leicester,1.59,60.0
2491,Ayoze Pérez,22.0,MID,Leicester,1.73,60.0
2492,Ayoze Pérez,23.0,MID,Leicester,1.86,60.0
2493,Ayoze Pérez,24.0,MID,Leicester,1.77,60.0
2494,Ayoze Pérez,25.0,MID,Leicester,1.6,60.0
2495,Ayoze Pérez,26.0,MID,Leicester,1.44,60.0
2496,Ayoze Pérez,27.0,MID,Leicester,1.29,60.0
2497,Ayoze Pérez,28.0,MID,Leicester,1.96,60.0
2498,Ayoze Pérez,29.0,MID,Leicester,1.77,65.0
2499,Ayoze Pérez,30.0,MID,Leicester,1.79,60.0
2500,Ayoze Pérez,31.0,MID,Leicester,1.61,60.0
2501,Ayoze Pérez,32.0,MID,Leicester,1.55,60.0
2502,Ayoze Pérez,33.0,MID,Leicester,1.5,60.0
2503,Ayoze Pérez,34.0,MID,Leicester,1.45,60.0
2504,Ayoze Pérez,35.0,MID,Leicester,1.6,60.0
2505,Ayoze Pérez,36.0,MID,Leicester,1.44,65.0
2506,Ayoze Pérez,37.0,MID,Leicester,1.4,60.0
2507,Ayoze Pérez,38.0,MID,Leicester,1.36,60.0
2508,Bailey Peacock-Farrell,1.0,GK,Burnley,0.0,40.0
2509,Bailey Peacock-Farrell,2.0,GK,Burnley,0.0,40.0
2510,Bailey Peacock-Farrell,3.0,GK,Burnley,0.0,40.0
2511,Bailey Peacock-Farrell,4.0,GK,Burnley,0.0,40.0
2512,Bailey Peacock-Farrell,5.0,GK,Burnley,0.0,40.0
2513,Bailey Peacock-Farrell,6.0,GK,Burnley,0.0,40.0
2514,Bailey Peacock-Farrell,7.0,GK,Burnley,0.0,40.0
2515,Bailey Peacock-Farrell,8.0,GK,Burnley,0.0,40.0
2516,Bailey Peacock-Farrell,9.0,GK,Burnley,0.0,40.0
2517,Bailey Peacock-Farrell,10.0,GK,Burnley,0.0,40.0
2518,Bailey Peacock-Farrell,11.0,GK,Burnley,0.0,40.0
2519,Bailey Peacock-Farrell,12.0,GK,Burnley,0.0,40.0
2520,Bailey Peacock-Farrell,13.0,GK,Burnley,0.0,40.0
2521,Bailey Peacock-Farrell,14.0,GK,Burnley,0.0,40.0
2522,Bailey Peacock-Farrell,15.0,GK,Burnley,0.0,40.0
2523,Bailey Peacock-Farrell,16.0,GK,Burnley,0.0,40.0
2524,Bailey Peacock-Farrell,17.0,GK,Burnley,0.0,40.0
2525,Bailey Peacock-Farrell,18.0,GK,Burnley,0.0,40.0
2526,Bailey Peacock-Farrell,19.0,GK,Burnley,0.0,40.0
2527,Bailey Peacock-Farrell,20.0,GK,Burnley,0.0,40.0
2528,Bailey Peacock-Farrell,21.0,GK,Burnley,0.0,40.0
2529,Bailey Peacock-Farrell,22.0,GK,Burnley,0.0,40.0
2530,Bailey Peacock-Farrell,23.0,GK,Burnley,0.0,40.0
2531,Bailey Peacock-Farrell,24.0,GK,Burnley,0.0,40.0
2532,Bailey Peacock-Farrell,25.0,GK,Burnley,0.0,40.0
2533,Bailey Peacock-Farrell,26.0,GK,Burnley,0.0,40.0
2534,Bailey Peacock-Farrell,27.0,GK,Burnley,0.0,40.0
2535,Bailey Peacock-Farrell,28.0,GK,Burnley,0.0,40.0
2536,Bailey Peacock-Farrell,29.0,GK,Burnley,0.0,40.0
2537,Bailey Peacock-Farrell,30.0,GK,Burnley,0.0,40.0
2538,Bailey Peacock-Farrell,31.0,GK,Burnley,0.1,40.0
2539,Bailey Peacock-Farrell,32.0,GK,Burnley,0.29,40.0
2540,Bailey Peacock-Farrell,33.0,GK,Burnley,0.26,40.0
2541,Bailey Peacock-Farrell,34.0,GK,Burnley,0.23,40.0
2542,Bailey Peacock-Farrell,35.0,GK,Burnley,0.21,40.0
2543,Bailey Peacock-Farrell,36.0,GK,Burnley,0.19,40.0
2544,Bailey Peacock-Farrell,37.0,GK,Burnley,0.17,40.0
2545,Bailey Peacock-Farrell,38.0,GK,Burnley,0.15,40.0
2546,Bamidele Alli,1.0,MID,Spurs,3.72,80.0
2547,Bamidele Alli,2.0,MID,Spurs,3.35,79.0
2548,Bamidele Alli,3.0,MID,Spurs,3.01,77.0
2549,Bamidele Alli,4.0,MID,Spurs,2.81,76.0
2550,Bamidele Alli,5.0,MID,Spurs,2.53,76.0
2551,Bamidele Alli,6.0,MID,Spurs,2.28,75.0
2552,Bamidele Alli,7.0,MID,Spurs,2.05,75.0
2553,Bamidele Alli,8.0,MID,Spurs,1.84,75.0
2554,Bamidele Alli,9.0,MID,Spurs,1.66,74.0
2555,Bamidele Alli,10.0,MID,Spurs,1.49,74.0
2556,Bamidele Alli,11.0,MID,Spurs,1.34,74.0
2557,Bamidele Alli,12.0,MID,Spurs,1.31,74.0
2558,Bamidele Alli,13.0,MID,Spurs,1.28,74.0
2559,Bamidele Alli,14.0,MID,Spurs,1.15,74.0
2560,Bamidele Alli,15.0,MID,Spurs,1.04,74.0
2561,Bamidele Alli,16.0,MID,Spurs,0.93,80.0
2562,Bamidele Alli,17.0,MID,Spurs,0.84,74.0
2563,Bamidele Alli,18.0,MID,Spurs,0.76,74.0
2564,Bamidele Alli,19.0,MID,Spurs,0.68,74.0
2565,Bamidele Alli,20.0,MID,Spurs,0.61,74.0
2566,Bamidele Alli,21.0,MID,Spurs,0.55,74.0
2567,Bamidele Alli,22.0,MID,Spurs,0.5,74.0
2568,Bamidele Alli,23.0,MID,Spurs,0.45,74.0
2569,Bamidele Alli,24.0,MID,Spurs,0.5,74.0
2570,Bamidele Alli,25.0,MID,Spurs,0.55,74.0
2571,Bamidele Alli,26.0,MID,Spurs,0.85,74.0
2572,Bamidele Alli,27.0,MID,Spurs,0.76,74.0
2573,Bamidele Alli,28.0,MID,Spurs,0.79,74.0
2574,Bamidele Alli,29.0,MID,Spurs,0.71,74.0
2575,Bamidele Alli,30.0,MID,Spurs,0.64,74.0
2576,Bamidele Alli,31.0,MID,Spurs,0.57,74.0
2577,Bamidele Alli,32.0,MID,Spurs,0.57,74.0
2578,Bamidele Alli,33.0,MID,Spurs,0.51,80.0
2579,Bamidele Alli,34.0,MID,Spurs,0.76,74.0
2580,Bamidele Alli,35.0,MID,Spurs,1.18,74.0
2581,Bamidele Alli,36.0,MID,Spurs,1.36,74.0
2582,Bamidele Alli,37.0,MID,Spurs,1.43,74.0
2583,Bamidele Alli,38.0,MID,Spurs,1.48,74.0
2584,Barry Douglas,1.0,DEF,Leeds,0.0,40.0
2585,Barry Douglas,2.0,DEF,Leeds,0.0,40.0
2586,Barry Douglas,3.0,DEF,Leeds,0.0,40.0
2587,Barry Douglas,4.0,DEF,Leeds,0.0,40.0
2588,Barry Douglas,5.0,DEF,Leeds,0.0,39.0
2589,Barry Douglas,6.0,DEF,Leeds,0.0,39.0
2590,Barry Douglas,7.0,DEF,Leeds,0.0,39.0
2591,Barry Douglas,8.0,DEF,Leeds,0.0,39.0
2592,Barry Douglas,9.0,DEF,Leeds,0.0,39.0
2593,Barry Douglas,10.0,DEF,Leeds,0.0,38.0
2594,Barry Douglas,11.0,DEF,Leeds,0.0,38.0
2595,Barry Douglas,12.0,DEF,Leeds,0.0,38.0
2596,Barry Douglas,13.0,DEF,Leeds,0.0,38.0
2597,Barry Douglas,14.0,DEF,Leeds,0.0,38.0
2598,Barry Douglas,15.0,DEF,Leeds,0.0,38.0
2599,Barry Douglas,16.0,DEF,Leeds,0.0,38.0
2600,Barry Douglas,17.0,DEF,Leeds,0.0,38.0
2601,Barry Douglas,18.0,DEF,Leeds,0.0,40.0
2602,Barry Douglas,19.0,DEF,Leeds,0.0,38.0
2603,Barry Douglas,20.0,DEF,Leeds,0.0,38.0
2604,Barry Douglas,21.0,DEF,Leeds,0.0,38.0
2605,Barry Douglas,22.0,DEF,Leeds,0.0,38.0
2606,Barry Douglas,23.0,DEF,Leeds,0.0,38.0
2607,Barry Douglas,24.0,DEF,Leeds,0.0,38.0
2608,Barry Douglas,25.0,DEF,Leeds,0.0,38.0
2609,Barry Douglas,26.0,DEF,Leeds,0.0,38.0
2610,Barry Douglas,27.0,DEF,Leeds,0.0,38.0
2611,Barry Douglas,28.0,DEF,Leeds,0.0,38.0
2612,Barry Douglas,29.0,DEF,Leeds,0.0,38.0
2613,Barry Douglas,30.0,DEF,Leeds,0.0,38.0
2614,Barry Douglas,31.0,DEF,Leeds,0.0,38.0
2615,Barry Douglas,32.0,DEF,Leeds,0.0,38.0
2616,Barry Douglas,33.0,DEF,Leeds,0.0,38.0
2617,Barry Douglas,34.0,DEF,Leeds,0.0,38.0
2618,Barry Douglas,35.0,DEF,Leeds,0.0,38.0
2619,Barry Douglas,36.0,DEF,Leeds,0.0,38.0
2620,Barry Douglas,37.0,DEF,Leeds,0.0,38.0
2621,Barry Douglas,38.0,DEF,Leeds,0.0,38.0
2622,Ben Davies,1.0,DEF,Liverpool,2.21,50.0
2623,Ben Davies,2.0,DEF,Liverpool,2.09,50.0
2624,Ben Davies,3.0,DEF,Liverpool,2.08,50.0
2625,Ben Davies,4.0,DEF,Liverpool,2.27,49.0
2626,Ben Davies,5.0,DEF,Liverpool,2.05,49.0
2627,Ben Davies,6.0,DEF,Liverpool,2.44,48.0
2628,Ben Davies,7.0,DEF,Liverpool,2.3,48.0
2629,Ben Davies,8.0,DEF,Liverpool,2.07,48.0
2630,Ben Davies,9.0,DEF,Liverpool,1.86,48.0
2631,Ben Davies,10.0,DEF,Liverpool,1.78,47.0
2632,Ben Davies,11.0,DEF,Liverpool,1.7,47.0
2633,Ben Davies,12.0,DEF,Liverpool,1.63,47.0
2634,Ben Davies,13.0,DEF,Liverpool,1.57,46.0
2635,Ben Davies,14.0,DEF,Liverpool,1.41,46.0
2636,Ben Davies,15.0,DEF,Liverpool,1.87,46.0
2637,Ben Davies,16.0,DEF,Liverpool,1.68,50.0
2638,Ben Davies,17.0,DEF,Liverpool,2.11,46.0
2639,Ben Davies,18.0,DEF,Liverpool,1.9,46.0
2640,Ben Davies,19.0,DEF,Liverpool,1.91,46.0
2641,Ben Davies,20.0,DEF,Liverpool,1.82,46.0
2642,Ben Davies,21.0,DEF,Liverpool,1.84,46.0
2643,Ben Davies,22.0,DEF,Liverpool,1.75,48.0
2644,Ben Davies,23.0,DEF,Liverpool,1.88,48.0
2645,Ben Davies,24.0,DEF,Liverpool,1.69,48.0
2646,Ben Davies,25.0,DEF,Liverpool,1.52,48.0
2647,Ben Davies,26.0,DEF,Liverpool,1.52,47.5
2648,Ben Davies,27.0,DEF,Liverpool,1.37,47.5
2649,Ben Davies,28.0,DEF,Liverpool,1.23,47.5
2650,Ben Davies,29.0,DEF,Liverpool,1.21,46.0
2651,Ben Davies,30.0,DEF,Liverpool,1.09,47.0
2652,Ben Davies,31.0,DEF,Liverpool,0.98,47.0
2653,Ben Davies,32.0,DEF,Liverpool,0.88,46.0
2654,Ben Davies,33.0,DEF,Liverpool,0.79,48.0
2655,Ben Davies,34.0,DEF,Liverpool,0.71,45.0
2656,Ben Davies,35.0,DEF,Liverpool,0.64,46.333333333333336
2657,Ben Davies,36.0,DEF,Liverpool,0.58,46.0
2658,Ben Davies,37.0,DEF,Liverpool,0.52,46.0
2659,Ben Davies,38.0,DEF,Liverpool,0.47,46.0
2660,Ben Gibson,1.0,DEF,Burnley,1.0,40.0
2661,Ben Gibson,2.0,DEF,Burnley,0.9,40.0
2662,Ben Gibson,3.0,DEF,Burnley,0.81,40.0
2663,Ben Gibson,4.0,DEF,Burnley,0.73,40.0
2664,Ben Gibson,5.0,DEF,Burnley,0.66,40.0
2665,Ben Gibson,6.0,DEF,Burnley,0.59,40.0
2666,Ben Gibson,7.0,DEF,Burnley,0.53,40.0
2667,Ben Gibson,8.0,DEF,Burnley,0.48,40.0
2668,Ben Gibson,9.0,DEF,Burnley,0.43,39.0
2669,Ben Gibson,10.0,DEF,Burnley,0.39,39.0
2670,Ben Gibson,11.0,DEF,Burnley,0.35,39.0
2671,Ben Gibson,12.0,DEF,Burnley,0.31,39.0
2672,Ben Gibson,13.0,DEF,Burnley,0.28,39.0
2673,Ben Gibson,14.0,DEF,Burnley,0.25,39.0
2674,Ben Gibson,15.0,DEF,Burnley,0.23,39.0
2675,Ben Gibson,16.0,DEF,Burnley,0.21,39.0
2676,Ben Gibson,17.0,DEF,Burnley,0.19,40.0
2677,Ben Gibson,18.0,DEF,Burnley,0.17,39.0
2678,Ben Gibson,19.0,DEF,Burnley,0.15,39.0
2679,Ben Gibson,20.0,DEF,Burnley,0.14,39.0
2680,Ben Gibson,21.0,DEF,Burnley,0.12,39.0
2681,Ben Gibson,22.0,DEF,Burnley,0.11,39.0
2682,Ben Gibson,23.0,DEF,Burnley,0.1,39.0
2683,Ben Gibson,24.0,DEF,Burnley,0.09,39.0
2684,Ben Gibson,25.0,DEF,Burnley,0.08,39.0
